(100, 0)
(99.5000099998413, 0.2493692543294808)
(99.00000999968259, 0.4974887937104119)
(98.50000999952388, 0.7443488594036394)
(98.00000999936518, 0.9899446442966334)
(97.50000999920647, 1.234271292130801)
(97.00000999904776, 1.4773238967125095)
(96.50000999888906, 1.7190975011070944)
(96.00000999873035, 1.9595870968152747)
(95.50000999857164, 2.198787622931544)
(95.00000999841293, 2.4366939652837973)
(94.50000999825423, 2.673300955554297)
(94.00000999809552, 2.9086033703807206)
(93.50000999793681, 3.1425959304370843)
(93.00000999777811, 3.3752732994940953)
(92.5000099976194, 3.6066300834582985)
(92.0000099974607, 3.8366608293888653)
(91.50000999730199, 4.065360024492248)
(91.00000999714328, 4.292722095093824)
(90.50000999698457, 4.518741405585083)
(90.00000999682587, 4.7434122573466695)
(89.50000999666716, 4.966728887646377)
(89.00000999650845, 5.188685468510733)
(88.50000999634975, 5.409276105569441)
(88.00000999619104, 5.628494836873629)
(87.50000999603233, 5.846335631684211)
(87.00000999587363, 6.062792389231769)
(86.50000999571492, 6.277858937446093)
(86.00000999555621, 6.491529031654575)
(85.5000099953975, 6.703796353249154)
(85.0000099952388, 6.914654508319067)
(84.50000999508009, 7.12409702625089)
(84.00000999492138, 7.332117358292295)
(83.50000999476268, 7.538708876080882)
(83.00000999460397, 7.743864870134604)
(82.50000999444526, 7.947578548304071)
(82.00000999428656, 8.149843034185077)
(81.50000999412785, 8.350651365489957)
(81.00000999396914, 8.549996492376273)
(80.50000999381044, 8.747871275733635)
(80.00000999365173, 8.944268485421826)
(79.50000999349302, 9.139180798465151)
(79.00000999333432, 9.332600797198058)
(78.50000999317561, 9.524520967359354)
(78.0000099930169, 9.714933696136463)
(77.5000099928582, 9.90383127015605)
(77.00000999269949, 10.091205873418717)
(76.50000999254078, 10.277049585178027)
(76.00000999238208, 10.461354377758743)
(75.50000999222337, 10.644112114316528)
(75.00000999206466, 10.825314546531395)
(74.50000999190596, 11.004953312237884)
(74.00000999174725, 11.183019932987373)
(73.50000999158854, 11.359505811538943)
(73.00000999142983, 11.534402229279232)
(72.50000999127113, 11.707700343564577)
(72.00000999111242, 11.87939118498779)
(71.50000999095371, 12.049465654562065)
(71.00000999079501, 12.217914520820898)
(70.5000099906363, 12.384728416832115)
(70.0000099904776, 12.549897837119858)
(69.50000999031889, 12.713413134494605)
(69.00000999016018, 12.875264516783393)
(68.50000999000147, 13.03544204346023)
(68.00000998984277, 13.193935622172674)
(67.50000998968406, 13.350735005155574)
(67.00000998952535, 13.505829785534305)
(66.50000998936665, 13.659209393509183)
(66.00000998920794, 13.810863092416563)
(65.50000998904923, 13.960779974661948)
(65.00000998889053, 14.108948957521442)
(64.50000998873182, 14.255358778803584)
(64.00000998857311, 14.399997992367817)
(63.500009988414405, 14.542854963491946)
(63.0000099882557, 14.683917864084453)
(62.50000998809699, 14.823174667732852)
(62.000009987938284, 14.96061314458229)
(61.50000998777958, 15.096220856036563)
(61.00000998762087, 15.229985149274825)
(60.500009987462164, 15.361893151575417)
(60.00000998730346, 15.491931764436817)
(59.50000998714475, 15.620087657488503)
(59.00000998698604, 15.746347262183471)
(58.50000998682734, 15.870696765258115)
(58.00000998666863, 15.993122101953062)
(57.50000998650992, 16.11360894898389)
(57.000009986351216, 16.232142717244848)
(56.50000998619251, 16.348708544240814)
(56.0000099860338, 16.463291286228138)
(55.500009985875096, 16.57587551005695)
(55.00000998571639, 16.686445484689173)
(54.50000998555768, 16.794985172390856)
(54.000009985398975, 16.90147821957478)
(53.50000998524027, 17.005907947273965)
(53.00000998508156, 17.108257341233283)
(52.500009984922855, 17.20850904159793)
(52.00000998476415, 17.306645332174394)
(51.50000998460544, 17.40264812924949)
(51.000009984446734, 17.496498969936955)
(50.50000998428803, 17.588179000031076)
(50.00000998412932, 17.677668961339556)
(49.500009983970614, 17.764949178468193)
(49.00000998381191, 17.849999545029444)
(48.5000099836532, 17.932799509239146)
(48.00000998349449, 18.013328058868556)
(47.50000998333579, 18.091563705522212)
(47.00000998317708, 18.167484468193983)
(46.50000998301837, 18.241067856063857)
(46.000009982859666, 18.312290850497863)
(45.50000998270096, 18.38112988619059)
(45.00000998254225, 18.447560831413416)
(44.500009982383546, 18.51155896730878)
(44.00000998222484, 18.57309896617046)
(43.50000998206613, 18.63215486865689)
(43.000009981907425, 18.688700059858004)
(42.50000998174872, 18.742707244156765)
(42.00000998159001, 18.794148418800884)
(41.500009981431305, 18.842994846107775)
(41.0000099812726, 18.88921702420642)
(40.50000998111389, 18.932784656228236)
(40.000009980955184, 18.973666617839047)
(39.50000998079648, 19.011830923001103)
(39.00000998063777, 19.0472446878426)
(38.500009980479064, 19.079874092510416)
(38.00000998032036, 19.109684340854017)
(37.50000998016165, 19.13663961779765)
(37.00000998000294, 19.16070304422576)
(36.500009979844236, 19.181836629205545)
(36.00000997968553, 19.20000121934473)
(35.50000997952682, 19.215156445076104)
(35.000009979368116, 19.227260663627007)
(34.50000997920941, 19.23627089842415)
(34.0000099790507, 19.242142774651256)
(33.500009978891995, 19.24483045065169)
(33.00000997873329, 19.244286544847714)
(32.50000997857458, 19.240462057794247)
(32.000009978415875, 19.233306288981982)
(31.500009978434804, 19.22276674792453)
(31.000009978453733, 19.208789059052645)
(30.50000997847266, 19.19131685986626)
(30.00000997849159, 19.170291691747178)
(29.50000997851052, 19.145652882772332)
(29.000009978529448, 19.11733742178489)
(28.500009978548377, 19.085279822908536)
(28.000009978567306, 19.04941197959609)
(27.500009978586235, 19.00966300719393)
(27.000009978605163, 18.965959072891064)
(26.500009978624092, 18.918223211776866)
(26.00000997864302, 18.86637512758849)
(25.50000997866195, 18.810330976544066)
(25.00000997868088, 18.750003132453774)
(24.500009978699808, 18.685299931076553)
(24.000009978718737, 18.61612539140761)
(23.500009978737666, 18.542378911284498)
(23.000009978756594, 18.463954934333334)
(22.500009978775523, 18.38074258485305)
(22.000009978794452, 18.292625266753575)
(21.50000997881338, 18.199480222096227)
(21.00000997883231, 18.1011780440943)
(20.50000997885124, 17.997582138668648)
(20.000009978870168, 17.888548127682963)
(19.500009978889096, 17.773923185905122)
(19.000009978908025, 17.653545302397045)
(18.500009978926954, 17.527242455444554)
(18.000009978945883, 17.39483168824694)
(17.500009978964812, 17.256118070260488)
(17.00000997898374, 17.11089352630172)
(16.50000997900267, 16.958935512078025)
(16.0000099790216, 16.800005510635334)
(15.500009979040527, 16.633847318989943)
(15.000009979059456, 16.460185087793885)
(14.500009979078385, 16.27872106879347)
(14.000009979097314, 16.08913301468285)
(13.500009979116243, 15.89107116305776)
(13.000009979135172, 15.684154719664233)
(12.5000099791541, 15.467967734846384)
(12.00000997917303, 15.242054239374761)
(11.500009979191958, 15.005912469379883)
(11.000009979210887, 14.758987961681044)
(10.500009979229816, 14.50066523570134)
(10.000009979248745, 14.230257689578888)
(9.500009979267674, 13.946995215937646)
(9.000009979286602, 13.650008871826092)
(8.500009979305531, 13.338311694237573)
(8.00000997932446, 13.010774400721319)
(7.500009979343389, 12.666094195139072)
(7.000009979362318, 12.30275411487464)
(6.500009979381247, 11.918969144028244)
(6.0000099794001756, 11.512613391077748)
(5.500009979419104, 11.081119470317962)
(5.000009979438033, 10.621335853870223)
(4.500009979456962, 10.129318432279193)
(4.000009979475891, 9.600014763215412)
(3.5000099794726154, 9.02676436860597)
(3.00000997946934, 8.400463762699912)
(2.500009979466064, 7.708070953570953)
(2.0000099794627886, 6.929668039365004)
(1.500009979459513, 6.03189359389106)
(1.0000099794562374, 4.950030944111124)
(0.5000099794585129, 3.517900237398723)
(9.979458153620963e-06, 0.01782708383008352)
